//															
// File: C:\Users\OpenTrack3\Desktop\RER3\dummy\2023-06-01 CS1 Network Timetable.txt															
//															
// Produced by OpenTrack: Thu Jun 01 08:35:14 2023															
// Timetable (Import/Export)															
// Type    : OT_Text															
// Desc.   : OT_tt_ie															
// x-Legend: none															
// y-Legend: none															
//															
// Timetable Entries:															
// courseID 	intervalCourseID 	timeToIntervalReference 	stationIndex 	stationSign 	trackName 	arrTimeDayOffset 	arrTime 	depTimeDayOffset 	depTime 	useDepTime 	dwell 	stopAtStation 	meanDelay 	Distribution 	deltaMass
//															
1100	0	0	0	Oakville Station		0	HH:MM:SS	0	5:20:48	1	0	1	0		0
1100	0	0	0	Oakville Chartwell Road		0	HH:MM:SS	0	5:22:54	1	0	0	0		0
1100	0	0	0	Charnwood Co		0	HH:MM:SS	0	5:25:00	1	0	0	0		0
1100	0	0	0	Clearview Loop		0	HH:MM:SS	0	5:25:36	1	0	0	0		0
1100	0	0	0	Clarkson Park		0	HH:MM:SS	0	5:26:12	1	0	0	0		0
1100	0	0	0	Clarkson Station		0	5:27:24	0	5:28:24	1	60	1	0	Station_Dwell	0
1100	0	0	0	Renshaw Ct		0	HH:MM:SS	0	5:32:48	1	0	0	0		0
1100	0	0	0	Port Credit Station		0	5:33:54	0	5:34:54	1	60	1	0	Station_Dwell	0
1100	0	0	0	Long Branch Station		0	5:40:12	0	5:41:12	1	60	1	0	Station_Dwell	0
1100	0	0	0	Laburnham Park Junction West		0	HH:MM:SS	0	5:44:00	1	0	0	0		0
1100	0	0	0	Laburnham Park Junction		0	HH:MM:SS	0	5:44:12	1	0	0	0		0
1100	0	0	0	Kipling Avenue		0	HH:MM:SS	0	5:44:36	1	0	0	0		0
1100	0	0	0	Mimico Station		0	5:46:42	0	5:47:42	1	60	1	0	Station_Dwell	0
1100	0	0	0	Park Lawn Station		0	HH:MM:SS	0	5:49:42	1	0	0	0		0
1100	0	0	0	Exhibition Station		0	5:53:48	0	5:54:48	1	60	1	0	Station_Dwell	0
1100	0	0	0	Strachan Avenue		0	HH:MM:SS	0	5:56:18	1	0	0	0		0
1100	0	0	0	Bathurst St. Interlocking		0	HH:MM:SS	0	5:57:06	1	0	0	0		0
1100	0	0	0	Union Station		0	6:00:54	0	HH:MM:SS	1	0	1	0		0
1101	0	0	0	Union Station		0	HH:MM:SS	0	6:28:42	1	0	1	0		0
1101	0	0	0	Bathurst St. Interlocking		0	HH:MM:SS	0	6:33:54	1	0	0	0		0
1101	0	0	0	Strachan Avenue		0	HH:MM:SS	0	6:35:18	1	0	0	0		0
1101	0	0	0	Exhibition Station		0	6:36:24	0	6:37:24	1	60	1	0	Station_Dwell	0
1101	0	0	0	Park Lawn Station		0	HH:MM:SS	0	6:42:24	1	0	0	0		0
1101	0	0	0	Mimico Station		0	6:43:42	0	6:44:42	1	60	1	0	Station_Dwell	0
1101	0	0	0	Kipling Avenue		0	HH:MM:SS	0	6:47:48	1	0	0	0		0
1101	0	0	0	Laburnham Park Junction		0	HH:MM:SS	0	6:48:12	1	0	0	0		0
1101	0	0	0	Laburnham Park Junction West		0	HH:MM:SS	0	6:48:18	1	0	0	0		0
1101	0	0	0	Long Branch Station		0	6:50:00	0	6:51:00	1	60	1	0	Station_Dwell	0
1101	0	0	0	Port Credit Station		0	6:56:00	0	6:57:00	1	60	1	0	Station_Dwell	0
1101	0	0	0	Renshaw Ct		0	HH:MM:SS	0	6:58:48	1	0	0	0		0
1101	0	0	0	Clarkson Station		0	7:03:06	0	7:04:06	1	60	1	0	Station_Dwell	0
1101	0	0	0	Clarkson Park		0	HH:MM:SS	0	7:06:12	1	0	0	0		0
1101	0	0	0	Clearview Loop		0	HH:MM:SS	0	7:07:06	1	0	0	0		0
1101	0	0	0	Charnwood Co		0	HH:MM:SS	0	7:07:48	1	0	0	0		0
1101	0	0	0	Oakville Chartwell Road		0	HH:MM:SS	0	7:09:36	1	0	0	0		0
1101	0	0	0	Oakville Station		0	7:10:54	0	HH:MM:SS	1	0	1	0		0
1102	0	0	0	Oakville Station		0	HH:MM:SS	0	5:50:48	1	0	1	0		0
1102	0	0	0	Oakville Chartwell Road		0	HH:MM:SS	0	5:52:54	1	0	0	0		0
1102	0	0	0	Charnwood Co		0	HH:MM:SS	0	5:55:00	1	0	0	0		0
1102	0	0	0	Clearview Loop		0	HH:MM:SS	0	5:55:36	1	0	0	0		0
1102	0	0	0	Clarkson Park		0	HH:MM:SS	0	5:56:12	1	0	0	0		0
1102	0	0	0	Clarkson Station		0	5:57:24	0	5:58:24	1	60	1	0	Station_Dwell	0
1102	0	0	0	Renshaw Ct		0	HH:MM:SS	0	6:02:48	1	0	0	0		0
1102	0	0	0	Port Credit Station		0	6:03:54	0	6:04:54	1	60	1	0	Station_Dwell	0
1102	0	0	0	Long Branch Station		0	6:10:12	0	6:11:12	1	60	1	0	Station_Dwell	0
1102	0	0	0	Laburnham Park Junction West		0	HH:MM:SS	0	6:14:00	1	0	0	0		0
1102	0	0	0	Laburnham Park Junction		0	HH:MM:SS	0	6:14:12	1	0	0	0		0
1102	0	0	0	Kipling Avenue		0	HH:MM:SS	0	6:14:36	1	0	0	0		0
1102	0	0	0	Mimico Station		0	6:16:42	0	6:17:42	1	60	1	0	Station_Dwell	0
1102	0	0	0	Park Lawn Station		0	HH:MM:SS	0	6:19:42	1	0	0	0		0
1102	0	0	0	Exhibition Station		0	6:23:48	0	6:24:48	1	60	1	0	Station_Dwell	0
1102	0	0	0	Strachan Avenue		0	HH:MM:SS	0	6:26:18	1	0	0	0		0
1102	0	0	0	Bathurst St. Interlocking		0	HH:MM:SS	0	6:27:06	1	0	0	0		0
1102	0	0	0	Union Station		0	6:30:54	0	HH:MM:SS	1	0	1	0		0
1103	0	0	0	Union Station		0	HH:MM:SS	0	6:58:42	1	0	1	0		0
1103	0	0	0	Bathurst St. Interlocking		0	HH:MM:SS	0	7:03:54	1	0	0	0		0
1103	0	0	0	Strachan Avenue		0	HH:MM:SS	0	7:05:18	1	0	0	0		0
1103	0	0	0	Exhibition Station		0	7:06:24	0	7:07:24	1	60	1	0	Station_Dwell	0
1103	0	0	0	Park Lawn Station		0	HH:MM:SS	0	7:12:24	1	0	0	0		0
1103	0	0	0	Mimico Station		0	7:13:42	0	7:14:42	1	60	1	0	Station_Dwell	0
1103	0	0	0	Kipling Avenue		0	HH:MM:SS	0	7:17:48	1	0	0	0		0
1103	0	0	0	Laburnham Park Junction		0	HH:MM:SS	0	7:18:12	1	0	0	0		0
